        0,        0.011, 0.273,  0.000,   0,   0, 0
        1,        0.046, 0.279,  0.000,   0,   0, 0
        2,        0.055, 0.288,  0.000,   0,   0, 0
        3,        0.064, 0.288,  0.000,   0,   0, 0
        4,        0.072, 0.288,  0.000,   0,   0, 0
        5,        0.079, 0.295,  0.000,   0,   0, 0
        6,        0.088, 0.287,  0.000,   0,   0, 0
        7,        0.098, 0.288,  0.000,   0,   0, 0
        8,        0.105, 0.286,  0.000,   0,   0, 0
        9,        0.115, 0.288,  0.000,   0,   0, 0
       10,        0.125, 0.285,  0.000,   0,   0, 0
       11,        0.163, 0.288,  0.000,   0,   0, 0
       12,        0.170, 0.289,  0.000,   0,   0, 0
       13,        0.180, 0.265,  0.000,   0,   0, 0
       14,        0.190, 0.277,  0.000,   0,   0, 0
       15,        0.199, 0.279,  0.000,   0,   0, 0
       16,        0.208, 0.266,  0.000,   0,   0, 0
       17,        0.216, 0.279,  0.000,   0,   0, 0
       18,        0.224, 0.266,  0.000,   0,   0, 0
       19,        0.231, 0.280,  0.000,   0,   0, 0
       20,        0.241, 0.239,  0.000,   0,   0, 0
       21,        0.281, 0.288,  0.000,   0,   0, 0
       22,        0.289, 0.273,  0.000,   0,   0, 0
       23,        0.297, 0.288,  0.000,   0,   0, 0
       24,        0.306, 0.279,  0.000,   0,   0, 0
       25,        0.315, 0.288,  0.000,   0,   0, 0
       26,        0.323, 0.287,  0.000,   0,   0, 0
       27,        0.331, 0.273,  0.000,   0,   0, 0
       28,        0.338, 0.277,  0.000,   0,   0, 0
       29,        0.346, 0.263,  0.000,   0,   0, 0
       30,        0.353, 0.272,  0.000,   0,   0, 0
       31,        0.387, 0.297,  0.000,   0,   0, 0
       32,        0.394, 0.253,  0.000,   0,   0, 0
       33,        0.401, 0.281,  0.000,   0,   0, 0
       34,        0.407, 0.268,  0.000,   0,   0, 0
       35,        0.413, 0.268,  0.000,   0,   0, 0
       36,        0.419, 0.267,  0.000,   0,   0, 0
       37,        0.426, 0.282,  0.000,   0,   0, 0
       38,        0.435, 0.266,  0.000,   0,   0, 0
       39,        0.443, 0.309,  0.000,   0,   0, 0
       40,        0.452, 0.285,  0.000,   0,   0, 0
       41,        0.483, 0.301,  0.000,   0,   0, 0
       42,        0.490, 0.299,  0.000,   0,   0, 0
       43,        0.496, 0.297,  0.000,   0,   0, 0
       44,        0.503, 0.281,  0.000,   0,   0, 0
       45,        0.512, 0.272,  0.000,   0,   0, 0
       46,        0.522, 0.330,  0.000,   0,   0, 0
       47,        0.532, 0.293,  0.000,   0,   0, 0
       48,        0.540, 0.298,  0.000,   0,   0, 0
       49,        0.545, 0.309,  0.000,   0,   0, 0
       50,        0.553, 0.321,  0.000,   0,   0, 0
       51,        0.582, 0.313,  0.000,   0,   0, 0
       52,        0.588, 0.319,  0.000,   0,   0, 0
       53,        0.596, 0.330,  0.000,   0,   0, 0
       54,        0.602, 0.312,  0.000,   0,   0, 0
       55,        0.608, 0.298,  0.000,   0,   0, 0
       56,        0.614, 0.320,  0.000,   0,   0, 0
       57,        0.620, 0.300,  0.000,   0,   0, 0
       58,        0.626, 0.293,  0.000,   0,   0, 0
       59,        0.633, 0.297,  0.000,   0,   0, 0
       60,        0.642, 0.293,  0.000,   0,   0, 0
       61,        0.675, 0.314,  0.000,   0,   0, 0
       62,        0.682, 0.329,  0.000,   0,   0, 0
       63,        0.689, 0.307,  0.000,   0,   0, 0
       64,        0.695, 0.294,  0.000,   0,   0, 0
       65,        0.703, 0.284,  0.000,   0,   0, 0
