        0,        0.011, 0.273,  0.000,   0,   0, 0
        1,        0.060, 0.279,  0.000,   0,   0, 0
        2,        0.068, 0.288,  0.000,   0,   0, 0
        3,        0.076, 0.288,  0.000,   0,   0, 0
        4,        0.086, 0.288,  0.000,   0,   0, 0
        5,        0.094, 0.295,  0.000,   0,   0, 0
        6,        0.101, 0.287,  0.000,   0,   0, 0
        7,        0.109, 0.288,  0.000,   0,   0, 0
        8,        0.117, 0.286,  0.000,   0,   0, 0
        9,        0.125, 0.288,  0.000,   0,   0, 0
       10,        0.132, 0.285,  0.000,   0,   0, 0
       11,        0.166, 0.288,  0.000,   0,   0, 0
       12,        0.173, 0.289,  0.000,   0,   0, 0
       13,        0.180, 0.265,  0.000,   0,   0, 0
       14,        0.188, 0.277,  0.000,   0,   0, 0
       15,        0.196, 0.279,  0.000,   0,   0, 0
       16,        0.204, 0.266,  0.000,   0,   0, 0
       17,        0.211, 0.279,  0.000,   0,   0, 0
       18,        0.220, 0.266,  0.000,   0,   0, 0
       19,        0.227, 0.280,  0.000,   0,   0, 0
       20,        0.234, 0.239,  0.000,   0,   0, 0
       21,        0.265, 0.288,  0.000,   0,   0, 0
       22,        0.275, 0.273,  0.000,   0,   0, 0
       23,        0.283, 0.288,  0.000,   0,   0, 0
       24,        0.292, 0.279,  0.000,   0,   0, 0
       25,        0.302, 0.288,  0.000,   0,   0, 0
       26,        0.310, 0.287,  0.000,   0,   0, 0
       27,        0.317, 0.273,  0.000,   0,   0, 0
       28,        0.325, 0.277,  0.000,   0,   0, 0
       29,        0.331, 0.263,  0.000,   0,   0, 0
       30,        0.340, 0.272,  0.000,   0,   0, 0
       31,        0.370, 0.297,  0.000,   0,   0, 0
       32,        0.379, 0.253,  0.000,   0,   0, 0
       33,        0.388, 0.281,  0.000,   0,   0, 0
       34,        0.397, 0.268,  0.000,   0,   0, 0
       35,        0.405, 0.268,  0.000,   0,   0, 0
       36,        0.414, 0.267,  0.000,   0,   0, 0
       37,        0.422, 0.282,  0.000,   0,   0, 0
       38,        0.427, 0.266,  0.000,   0,   0, 0
       39,        0.434, 0.309,  0.000,   0,   0, 0
       40,        0.440, 0.285,  0.000,   0,   0, 0
       41,        0.470, 0.301,  0.000,   0,   0, 0
       42,        0.476, 0.299,  0.000,   0,   0, 0
       43,        0.481, 0.297,  0.000,   0,   0, 0
       44,        0.489, 0.281,  0.000,   0,   0, 0
       45,        0.494, 0.272,  0.000,   0,   0, 0
       46,        0.500, 0.330,  0.000,   0,   0, 0
       47,        0.506, 0.293,  0.000,   0,   0, 0
       48,        0.512, 0.298,  0.000,   0,   0, 0
       49,        0.521, 0.309,  0.000,   0,   0, 0
       50,        0.530, 0.321,  0.000,   0,   0, 0
       51,        0.561, 0.313,  0.000,   0,   0, 0
       52,        0.569, 0.319,  0.000,   0,   0, 0
       53,        0.576, 0.330,  0.000,   0,   0, 0
       54,        0.583, 0.312,  0.000,   0,   0, 0
       55,        0.592, 0.298,  0.000,   0,   0, 0
       56,        0.601, 0.320,  0.000,   0,   0, 0
       57,        0.609, 0.300,  0.000,   0,   0, 0
       58,        0.617, 0.293,  0.000,   0,   0, 0
       59,        0.626, 0.297,  0.000,   0,   0, 0
       60,        0.633, 0.293,  0.000,   0,   0, 0
       61,        0.667, 0.314,  0.000,   0,   0, 0
       62,        0.677, 0.329,  0.000,   0,   0, 0
       63,        0.685, 0.307,  0.000,   0,   0, 0
       64,        0.695, 0.294,  0.000,   0,   0, 0
       65,        0.704, 0.284,  0.000,   0,   0, 0
       66,        0.710, 0.305,  0.000,   0,   0, 0
       67,        0.716, 0.306,  0.000,   0,   0, 0
       68,        0.723, 0.284,  0.000,   0,   0, 0
       69,        0.729, 0.292,  0.000,   0,   0, 0
       70,        0.735, 0.309,  0.000,   0,   0, 0
       71,        0.763, 0.334,  0.000,   0,   0, 0
       72,        0.770, 0.313,  0.000,   0,   0, 0
       73,        0.778, 0.335,  0.000,   0,   0, 0
       74,        0.787, 0.326,  0.000,   0,   0, 0
       75,        0.795, 0.312,  0.000,   0,   0, 0
       76,        0.801, 0.324,  0.000,   0,   0, 0
